GENERATION_PROJECT	build_year	gen_overnight_cost	gen_fixed_om
Oahu_Waiau_3	1947	0	0
Oahu_Waiau_4	1950	0	0
Oahu_Waiau_5	1959	0	0
Oahu_Waiau_6	1961	0	0
Oahu_Waiau_7	1966	0	0
Oahu_Waiau_8	1968	0	0
Oahu_Kahe_4	1972	0	0
Oahu_Waiau_10	1973	0	0
Oahu_Waiau_9	1973	0	0
Oahu_Kahe_5	1974	0	0
Oahu_Kahe_6	1981	0	0
Oahu_H-Power	1989	0	0
Oahu_Kalaeloa_CC1	1989	0	0
Oahu_Kalaeloa_CC2	1991	0	0
Oahu_Kalaeloa_CC3	1991	0	0
Oahu_AES	1992	0	0
Oahu_CIP_CT	2009	0	0
Oahu_OnshoreWind_OnWind_Kahuku	2011	0	0
Oahu_CentralTrackingPV_PV_04	2012	0	0
Oahu_OnshoreWind_OnWind_Kawailoa	2012	0	0
Oahu_Airport_DSG	2013	0	0
Oahu_CentralTrackingPV_PV_01	2016	0	0
Oahu_DistPV_Oahu_DistPV_1	2016	0	0
Oahu_DistPV_Oahu_DistPV_10	2016	0	0
Oahu_DistPV_Oahu_DistPV_11	2016	0	0
Oahu_DistPV_Oahu_DistPV_2	2016	0	0
Oahu_DistPV_Oahu_DistPV_3	2016	0	0
Oahu_DistPV_Oahu_DistPV_5	2016	0	0
Oahu_DistPV_Oahu_DistPV_6	2016	0	0
Oahu_DistPV_Oahu_DistPV_7	2016	0	0
Oahu_DistPV_Oahu_DistPV_8	2016	0	0
Oahu_DistPV_Oahu_DistPV_9	2016	0	0
Oahu_CC_152	2045	1511097.203	17452.35281
Oahu_CC_152	2050	1480875.259	17452.35281
Oahu_CC_152	2055	1451257.754	17452.35281
Oahu_CC_152	2060	1422232.598	17452.35281
Oahu_CC_152	2065	1393787.947	17452.35281
Oahu_CC_152	2070	1365912.188	17452.35281
Oahu_CC_152	2075	1338593.944	17452.35281
Oahu_CC_152	2080	1311822.065	17452.35281
Oahu_CC_152	2085	1285585.624	17452.35281
Oahu_CC_152	2090	1259873.911	17452.35281
Oahu_CC_152	2095	1234676.433	17452.35281
Oahu_CentralTrackingPV_PV_01	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_01	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_01	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_01	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_01	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_01	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_01	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_01	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_01	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_01	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_01	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_02	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_02	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_02	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_02	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_02	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_02	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_02	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_02	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_02	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_02	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_02	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_03	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_03	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_03	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_03	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_03	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_03	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_03	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_03	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_03	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_03	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_03	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_04	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_04	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_04	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_04	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_04	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_04	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_04	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_04	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_04	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_04	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_04	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_05	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_05	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_05	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_05	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_05	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_05	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_05	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_05	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_05	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_05	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_05	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_06	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_07	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_08	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_09	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_10	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_11	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_12	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_13	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_14	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2095	1415952.115	22970
Oahu_DistPV_Oahu_DistPV_0	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_13	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_13	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_13	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_13	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_13	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_13	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_13	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_13	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_13	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_13	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_13	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_14	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_14	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_14	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_14	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_14	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_14	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_14	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_14	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_14	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_14	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_14	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_15	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_15	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_15	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_15	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_15	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_15	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_15	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_15	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_15	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_15	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_15	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_16	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_16	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_16	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_16	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_16	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_16	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_16	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_16	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_16	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_16	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_16	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_17	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_17	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_17	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_17	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_17	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_17	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_17	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_17	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_17	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_17	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_17	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_18	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_19	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_2	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_3	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_4	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_5	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_6	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_7	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_8	2045	1680387.777	0
